"gene_name","blast_annot","GOs","pfams","signalP","TMHMM","rhy_foragers","rhy_nurses","identity"
"LOC105257758","60S ribosomal protein L38","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF01781|Ribosomal L38e protein family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257759","OCIA domain-containing protein 1",NA,NA,0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257760","uncharacterized protein LOC105257760",NA,NA,2,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257763","tumor susceptibility gene 101 protein","GO:0006464|cellular protein modification process; GO:0015031|protein transport","PF05743|UEV domain; PF09454|Vps23 core domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257776","PQ-loop repeat-containing protein 3",NA,"PF04193|PQ loop repeat",0,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257777","60S acidic ribosomal protein P0","GO:0042254|ribosome biogenesis","PF17777|Insertion domain in 60S ribosomal protein L10P; PF00428|60s Acidic ribosomal protein; PF00466|Ribosomal protein L10",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257780","ferritin subunit","GO:0006826|iron ion transport; GO:0006879|cellular iron ion homeostasis; GO:0008199|ferric iron binding","PF00210|Ferritin-like domain",3,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257781","ferritin heavy polypeptide-like 17","GO:0006826|iron ion transport; GO:0006879|cellular iron ion homeostasis; GO:0008199|ferric iron binding","PF00210|Ferritin-like domain",2,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257783","protein KIAA0556 isoform X1",NA,"PF14652|Domain of unknown function (DUF4457); PF14652|Domain of unknown function (DUF4457); PF14652|Domain of unknown function (DUF4457)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257787","uncharacterized protein LOC105257787",NA,"PF15503|Protein phosphatase 1 regulatory subunit 35 C-terminus",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257812","uncharacterized protein C15orf41 homolog",NA,"PF14811|Protein of unknown function TPD sequence-motif",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257850","low molecular weight phosphotyrosine protein phosphatase",NA,"PF01451|Low molecular weight phosphotyrosine protein phosphatase",1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257863","mitochondrial import receptor subunit TOM70 isoform X1","GO:0005515|protein binding","PF13424|Tetratricopeptide repeat; PF13424|Tetratricopeptide repeat; PF13174|Tetratricopeptide repeat; PF13181|Tetratricopeptide repeat; PF13181|Tetratricopeptide repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257864","beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase","GO:0003830|beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity; GO:0006487|protein N-linked glycosylation; GO:0016020|membrane","PF04724|Glycosyltransferase family 17",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257867","BMP and activin membrane-bound inhibitor homolog",NA,NA,3,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257869","peroxisomal membrane protein PEX14","GO:0005515|protein binding; GO:0005778|peroxisomal membrane; GO:0016560|protein import into peroxisome matrix, docking","PF04695|Peroxisomal membrane anchor protein (Pex14p) conserved region",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257874","glucosylceramidase isoform X1","GO:0004348|glucosylceramidase activity; GO:0006665|sphingolipid metabolic process","PF17189|Glycosyl hydrolase family 30 beta sandwich domain; PF02055|Glycosyl hydrolase family 30 TIM-barrel domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257885","NAD-dependent protein deacetylase sirtuin-2","GO:0070403|NAD+ binding","PF02146|Sir2 family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257888","signal peptidase complex subunit 3","GO:0005787|signal peptidase complex; GO:0006465|signal peptide processing; GO:0008233|peptidase activity; GO:0016021|integral component of membrane","PF04573|Signal peptidase subunit",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257902","glutathione synthetase","GO:0004363|glutathione synthase activity; GO:0005524|ATP binding; GO:0006750|glutathione biosynthetic process","PF03199|Eukaryotic glutathione synthase; PF03917|Eukaryotic glutathione synthase, ATP binding domain; PF02582|Uncharacterised ACR, YagE family COG1723",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257935","protein borderless isoform X2","GO:0005515|protein binding","PF13927|Immunoglobulin domain; PF13927|Immunoglobulin domain; PF07679|Immunoglobulin I-set domain; PF00041|Fibronectin type III domain; PF00041|Fibronectin type III domain",1,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257946","vacuolar protein sorting-associated protein 29","GO:0030904|retromer complex; GO:0042147|retrograde transport, endosome to Golgi","PF12850|Calcineurin-like phosphoesterase superfamily domain",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105257965","40S ribosomal protein S13","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF08069|Ribosomal S13/S15 N-terminal domain; PF00312|Ribosomal protein S15",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257977","dynactin subunit 6","GO:0005869|dynactin complex",NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257987","tRNA-dihydrouridine(20a/20b) synthase","GO:0008033|tRNA processing; GO:0017150|tRNA dihydrouridine synthase activity; GO:0050660|flavin adenine dinucleotide binding; GO:0055114|oxidation-reduction process","PF01207|Dihydrouridine synthase (Dus)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105257988","glutathione hydrolase 7-like","GO:0006751|glutathione catabolic process; GO:0036374|glutathione hydrolase activity","PF01019|Gamma-glutamyltranspeptidase",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258021","vacuolar protein sorting-associated protein 35 isoform X2","GO:0015031|protein transport; GO:0030906|retromer, cargo-selective complex; GO:0042147|retrograde transport, endosome to Golgi","PF03635|Vacuolar protein sorting-associated protein 35",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258029",NA,NA,NA,NA,NA,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105258031","28S ribosomal protein S24, mitochondrial isoform X1","GO:0005739|mitochondrion","PF14955|Mitochondrial ribosome subunit S24",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105258053","putative inositol monophosphatase 3","GO:0046854|phosphatidylinositol phosphorylation","PF00459|Inositol monophosphatase family",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258077","calcineurin B homologous protein 1","GO:0005509|calcium ion binding","PF13499|EF-hand domain pair",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258085","cytochrome b-c1 complex subunit 8","GO:0008121|ubiquinol-cytochrome-c reductase activity","PF02939|UcrQ family",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258096","G kinase-anchoring protein 1","GO:0005794|Golgi apparatus; GO:0007165|signal transduction",NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258112","isocitrate dehydrogenase","GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0055114|oxidation-reduction process","PF00180|Isocitrate/isopropylmalate dehydrogenase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258128","hippocalcin-like protein 4 isoform X2","GO:0005509|calcium ion binding","PF13499|EF-hand domain pair; PF13833|EF-hand domain pair",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258143","replication factor C subunit 1 isoform X2","GO:0003689|DNA clamp loader activity; GO:0005524|ATP binding; GO:0005663|DNA replication factor C complex; GO:0006260|DNA replication","PF00533|BRCA1 C Terminus (BRCT) domain; PF00004|ATPase family associated with various cellular activities (AAA); PF08519|Replication factor RFC1 C terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258146",NA,NA,NA,NA,NA,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258148","EEF1A lysine methyltransferase 1","GO:0016279|protein-lysine N-methyltransferase activity","PF10237|Probable N6-adenine methyltransferase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258173","jmjC domain-containing protein 5 isoform X2",NA,"PF13621|Cupin-like domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258186","MRG/MORF4L-binding protein","GO:0006355|regulation of transcription, DNA-templated; GO:0043189|H4/H2A histone acetyltransferase complex","PF07904|Chromatin modification-related protein EAF7",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258188","stromal membrane-associated protein 1","GO:0005096|GTPase activator activity","PF01412|Putative GTPase activating protein for Arf",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258195","uncharacterized protein LOC105258195","GO:0003677|DNA binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0005666|RNA polymerase III complex; GO:0006383|transcription by RNA polymerase III","PF05132|RNA polymerase III RPC4",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258200","protein PET100 homolog, mitochondrial","GO:0005739|mitochondrion; GO:0033617|mitochondrial respiratory chain complex IV assembly","PF09803|Pet100",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258207","malate dehydrogenase, cytoplasmic","GO:0006108|malate metabolic process; GO:0016615|malate dehydrogenase activity; GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0055114|oxidation-reduction process","PF02866|lactate/malate dehydrogenase, alpha/beta C-terminal domain; PF00056|lactate/malate dehydrogenase, NAD binding domain",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258241","dipeptidyl peptidase 3 isoform X1",NA,"PF03571|Peptidase family M49",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258260","transmembrane protein 184C",NA,"PF03619|Organic solute transporter Ostalpha",0,5,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258261","UTP--glucose-1-phosphate uridylyltransferase isoform X2","GO:0070569|uridylyltransferase activity","PF01704|UTP--glucose-1-phosphate uridylyltransferase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258262","thymidylate synthase",NA,"PF00303|Thymidylate synthase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258272","nucleolar protein 8",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258273","uncharacterized protein LOC105258273","GO:0005747|mitochondrial respiratory chain complex I","PF15880|NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258275","uncharacterized protein LOC105258275","GO:0032981|mitochondrial respiratory chain complex I assembly",NA,0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258295","uncharacterized Golgi apparatus membrane protein-like protein CG5021 isoform X2","GO:0016021|integral component of membrane","PF05832|Eukaryotic protein of unknown function (DUF846)",0,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258314","cyclin-Q isoform X2",NA,"PF00134|Cyclin, N-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258332","rhodanese domain-containing protein CG4456",NA,"PF00581|Rhodanese-like domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258350","protein transport protein Sec61 subunit beta","GO:0005784|Sec61 translocon complex; GO:0006886|intracellular protein transport","PF03911|Sec61beta family",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258355","poly(ADP-ribose) glycohydrolase-like isoform X1","GO:0004649|poly(ADP-ribose) glycohydrolase activity; GO:0005975|carbohydrate metabolic process","PF05028|Poly (ADP-ribose) glycohydrolase (PARG)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258358","protein Peter pan",NA,"PF04427|Brix domain",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258368","TIP41-like protein","GO:0043666|regulation of phosphoprotein phosphatase activity","PF04176|TIP41-like family",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258408","protein FAM177A1",NA,"PF14774|FAM177 family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258417","probable small nuclear ribonucleoprotein Sm D1","GO:0006396|RNA processing","PF01423|LSM domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258426","COP9 signalosome complex subunit 5","GO:0004222|metalloendopeptidase activity; GO:0005515|protein binding; GO:0008180|COP9 signalosome","PF01398|JAB1/Mov34/MPN/PAD-1 ubiquitin protease; PF18323|Cop9 signalosome subunit 5 C-terminal domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258437","RNA-binding protein 40 isoform X1","GO:0003676|nucleic acid binding","PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258445","coatomer subunit zeta-1","GO:0006890|retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; GO:0030126|COPI vesicle coat","PF01217|Clathrin adaptor complex small chain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258448","sulfide:quinone oxidoreductase, mitochondrial","GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process","PF07992|Pyridine nucleotide-disulphide oxidoreductase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258465","dnaJ homolog subfamily C member 28 isoform X2",NA,"PF09350|Domain of unknown function (DUF1992); PF00226|DnaJ domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258471","transport and Golgi organization protein 11 isoform X1",NA,"PF05644|Mitochondrial and peroxisomal fission factor Mff; PF05644|Mitochondrial and peroxisomal fission factor Mff",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258508","TM2 domain-containing protein CG11103",NA,"PF05154|TM2 domain",2,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258509","flavin-containing monooxygenase FMO GS-OX-like 4","GO:0004499|N,N-dimethylaniline monooxygenase activity; GO:0050660|flavin adenine dinucleotide binding; GO:0050661|NADP binding; GO:0055114|oxidation-reduction process","PF00743|Flavin-binding monooxygenase-like; PF00743|Flavin-binding monooxygenase-like",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258512","translation initiation factor eIF-2B subunit beta","GO:0044237|cellular metabolic process","PF01008|Initiation factor 2 subunit family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258517","putative ATP-dependent RNA helicase TDRD12",NA,"PF04969|CS domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258522","integrator complex subunit 9","GO:0016180|snRNA processing; GO:0032039|integrator complex","PF10996|Beta-Casp domain; PF16661|Metallo-beta-lactamase superfamily domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258541","vesicle-associated membrane protein 7","GO:0016021|integral component of membrane; GO:0016192|vesicle-mediated transport","PF00957|Synaptobrevin; PF13774|Regulated-SNARE-like domain",0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258544",NA,NA,NA,NA,NA,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258558","translation initiation factor eIF-2B subunit epsilon","GO:0005515|protein binding","PF02020|eIF4-gamma/eIF5/eIF2-epsilon",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258575","carnitine O-acetyltransferase isoform X1","GO:0016746|transferase activity, transferring acyl groups","PF00755|Choline/Carnitine o-acyltransferase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258588","UPF0547 protein C16orf87",NA,"PF10571|Uncharacterised protein family UPF0547",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258590","E3 ubiquitin-protein ligase RNF4-like",NA,"PF14634|zinc-RING finger domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258611","trafficking protein particle complex subunit 4","GO:0016192|vesicle-mediated transport; GO:0030008|TRAPP complex","PF04099|Sybindin-like family",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105258624","uncharacterized protein LOC105258624",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258632","probable U2 small nuclear ribonucleoprotein A\'",NA,"PF14580|Leucine-rich repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258644","replication factor C subunit 3",NA,"PF08542|Replication factor C C-terminal domain; PF13177|DNA polymerase III, delta subunit",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258646","succinate dehydrogenase cytochrome b560 subunit, mitochondrial","GO:0016627|oxidoreductase activity, acting on the CH-CH group of donors","PF01127|Succinate dehydrogenase/Fumarate reductase transmembrane subunit",0,3,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258669","DNA-directed RNA polymerase II subunit RPB11","GO:0006351|transcription, DNA-templated; GO:0046983|protein dimerization activity","PF13656|RNA polymerase Rpb3/Rpb11 dimerisation domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258676","protein downstream neighbor of son homolog isoform X1",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258685","uncharacterized protein LOC105258685",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258694","nucleoside diphosphate kinase 6 isoform X1",NA,"PF00334|Nucleoside diphosphate kinase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258721","protein SCO1 homolog, mitochondrial",NA,"PF02630|SCO1/SenC",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258726","cell division cycle 7-related protein kinase isoform X1","GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation","PF00069|Protein kinase domain; PF00069|Protein kinase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258742","vesicle transport protein GOT1B","GO:0016192|vesicle-mediated transport","PF04178|Got1/Sft2-like family",0,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258767","39S ribosomal protein L42, mitochondrial",NA,"PF10210|Mitochondrial 28S ribosomal protein S32",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258773","nucleoporin Nup35",NA,"PF05172|Nup53/35/40-type RNA recognition motif",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258777","hydroxymethylglutaryl-CoA lyase, mitochondrial","GO:0004419|hydroxymethylglutaryl-CoA lyase activity; GO:0005829|cytosol","PF00682|HMGL-like",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258779","rRNA methyltransferase 3, mitochondrial","GO:0003723|RNA binding; GO:0006396|RNA processing; GO:0008173|RNA methyltransferase activity","PF00588|SpoU rRNA Methylase family; PF00588|SpoU rRNA Methylase family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258810","histone deacetylase complex subunit SAP18",NA,"PF06487|Sin3 associated polypeptide p18 (SAP18)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258832","ATP synthase subunit e, mitochondrial","GO:0000276|mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); GO:0015078|proton transmembrane transporter activity; GO:0015986|ATP synthesis coupled proton transport","PF05680|ATP synthase E chain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258836","ribose-5-phosphate isomerase","GO:0004751|ribose-5-phosphate isomerase activity; GO:0009052|pentose-phosphate shunt, non-oxidative branch","PF06026|Ribose 5-phosphate isomerase A (phosphoriboisomerase A)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258858","ester hydrolase C11orf54 homolog","GO:0005634|nucleus","PF08925|Domain of Unknown Function (DUF1907)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258859","ester hydrolase C11orf54 homolog","GO:0005634|nucleus","PF08925|Domain of Unknown Function (DUF1907)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258871","uncharacterized protein LOC105258871",NA,NA,0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258886","transmembrane protein 242",NA,"PF07096|Protein of unknown function (DUF1358)",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258896","prenylated Rab acceptor protein 1 isoform X1",NA,"PF03208|PRA1 family protein",0,3,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258898","sorting and assembly machinery component 50 homolog","GO:0019867|outer membrane","PF01103|Surface antigen",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258912","intraflagellar transport protein 57 homolog",NA,"PF10498|Intra-flagellar transport protein 57",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258930","protein SGT1 homolog",NA,"PF05002|SGS domain; PF04969|CS domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258948","endoplasmic reticulum-Golgi intermediate compartment protein 2",NA,"PF13850|Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC); PF07970|Endoplasmic reticulum vesicle transporter",0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105258956","peptidyl-tRNA hydrolase 2, mitochondrial isoform X1","GO:0004045|aminoacyl-tRNA hydrolase activity","PF01981|Peptidyl-tRNA hydrolase PTH2",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258963","heat shock factor-binding protein 1-like protein 1 isoform X1","GO:0003714|transcription corepressor activity","PF06825|Heat shock factor binding protein 1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258995","DNA-directed RNA polymerase II subunit GRINL1A","GO:0016591|RNA polymerase II, holoenzyme","PF15328|Putative GRINL1B complex locus protein 2",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105258997","H/ACA ribonucleoprotein complex subunit 3","GO:0001522|pseudouridine synthesis; GO:0030515|snoRNA binding; GO:0042254|ribosome biogenesis","PF04135|Nucleolar RNA-binding protein, Nop10p family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259000","probable 28S ribosomal protein S6, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation; GO:0019843|rRNA binding","PF01250|Ribosomal protein S6",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259001","snurportin-1 isoform X1","GO:0005515|protein binding; GO:0005634|nucleus; GO:0005737|cytoplasm; GO:0061015|snRNA import into nucleus","PF11538|Snurportin1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259003","centromere protein L-like",NA,"PF13092|Kinetochore complex Sim4 subunit Fta1",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105259014","transmembrane protein 70 homolog, mitochondrial",NA,"PF06979|Assembly, mitochondrial proton-transport ATP synth complex",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105259022","uncharacterized protein LOC105259022 isoform X3","GO:0005515|protein binding","PF12937|F-box-like",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259025","multifunctional methyltransferase subunit TRM112-like protein","GO:0046982|protein heterodimerization activity","PF03966|Trm112p-like protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259040","uncharacterized protein LOC105259040",NA,NA,0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259061",NA,NA,NA,NA,NA,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259064","folylpolyglutamate synthase, mitochondrial","GO:0004326|tetrahydrofolylpolyglutamate synthase activity; GO:0005524|ATP binding; GO:0009396|folic acid-containing compound biosynthetic process","PF08245|Mur ligase middle domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259086","39S ribosomal protein L15, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0006412|translation; GO:0015934|large ribosomal subunit","PF00828|Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259101","uncharacterized protein C9orf85 homolog",NA,"PF10217|Uncharacterized conserved protein (DUF2039)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259128","ADP-ribosylation factor-like protein 2-binding protein",NA,"PF11527|The ARF-like 2 binding protein BART",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259131","U6 snRNA phosphodiesterase isoform X1","GO:0004518|nuclease activity; GO:0034477|U6 snRNA 3'-end processing","PF09749|Uncharacterised conserved protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259147","tRNA-splicing endonuclease subunit Sen2","GO:0000213|tRNA-intron endonuclease activity; GO:0006388|tRNA splicing, via endonucleolytic cleavage and ligation","PF01974|tRNA intron endonuclease, catalytic C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259161",NA,NA,NA,NA,NA,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105259165","LOW QUALITY PROTEIN: mediator of RNA polymerase II transcription subunit 18","GO:0003712|transcription coregulator activity; GO:0006357|regulation of transcription by RNA polymerase II; GO:0016592|mediator complex","PF09637|Med18 protein; PF09637|Med18 protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259167","NADPH:adrenodoxin oxidoreductase, mitochondrial","GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process","PF07992|Pyridine nucleotide-disulphide oxidoreductase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259186","transmembrane protein 230 isoform X1",NA,"PF05915|Eukaryotic protein of unknown function (DUF872)",0,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259204","group XIIA secretory phospholipase A2","GO:0004623|phospholipase A2 activity; GO:0005509|calcium ion binding; GO:0005576|extracellular region; GO:0016042|lipid catabolic process","PF06951|Group XII secretory phospholipase A2 precursor (PLA2G12)",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105259205","glutaredoxin-C4 isoform X1","GO:0009055|electron transfer activity; GO:0015035|protein disulfide oxidoreductase activity; GO:0045454|cell redox homeostasis","PF00462|Glutaredoxin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
